"class","category"
nsHyperTextAccessible.GetLangTextAttributes(ProblemType,nsIDOMNode *,ProblemType *,ProblemType *,ProblemType *),"Method"
nsHyperTextAccessible.GetPosAndText(ProblemType &,ProblemType &,ProblemType *,nsIFrame * *,ProblemType *,ProblemType * *,ProblemType * *),"Method"
nsHyperTextAccessible.GetRangeForTextAttr(nsIDOMNode *,ProblemType *,ProblemType *,ProblemType *),"Method"
nsHyperTextAccessible.GetRelativeOffset(ProblemType *,nsIFrame *,ProblemType,ProblemType *,ProblemType,ProblemType,ProblemType),"Method"
nsHyperTextAccessible.GetSelections(ProblemType,ProblemType * *,ProblemType * *,ProblemType *),"Method"
nsHyperTextAccessible.GetSpellTextAttribute(nsIDOMNode *,ProblemType,ProblemType *,ProblemType *,ProblemType *),"Method"
nsHyperTextAccessible.GetState(ProblemType *,ProblemType *),"Method"
nsHyperTextAccessible.GetTextHelper(ProblemType,ProblemType,ProblemType *,ProblemType *,ProblemType &),"Method"
nsHyperTextAccessible.HypertextOffsetToDOMPoint(ProblemType,nsIDOMNode * *,ProblemType *),"Method"
nsHyperTextAccessible.HypertextOffsetsToDOMRange(ProblemType,ProblemType,nsIDOMNode * *,ProblemType *,nsIDOMNode * *,ProblemType *),"Method"
nsHyperTextAccessible.NS_DECL_NSIACCESSIBLEEDITABLETEXT,"Field"
nsHyperTextAccessible.NS_DECL_NSIACCESSIBLETEXT,"Field"
nsHyperTextAccessible.RenderedToContentOffset(nsIFrame *,ProblemType,ProblemType *),"Method"
nsHyperTextAccessible.SetSelectionRange(ProblemType,ProblemType),"Method"
nsHyperTextAccessible.nsHyperTextAccessible(nsHyperTextAccessible &),"Method"
nsHyperTextAccessible.nsHyperTextAccessible(nsIDOMNode *,nsIWeakReference *),"Method"
nsIID.kBlockFrameCID,"Class"
nsISVGFilterProperty,"Class"
nsISVGFilterProperty.nsISVGFilterProperty(nsISVGFilterProperty &),"Method"
nsISVGFilterProperty.nsISVGFilterProperty(void),"Method"
nsITransformObserver,"Class"
nsITransformObserver.OnTransformDone(ProblemType,nsIDocument *),"Method"
nsITransformObserver.nsITransformObserver(nsITransformObserver &),"Method"
nsITransformObserver.nsITransformObserver(void),"Method"
nsOverflowContinuationTracker,"Class"
nsPurpleBuffer,"Class"
nsPurpleBuffer.BumpGeneration(),"Method"
nsPurpleBuffer.Exists(void *),"Method"
nsPurpleBuffer.Init(),"Method"
nsPurpleBuffer.mBackingStore,"Field"
nsPurpleBuffer.mCurrGen,"Field"
nsPurpleBuffer.mTransferBuffer,"Field"
nsPurpleBuffer.Put(void *),"Method"
nsPurpleBuffer.Remove(void *),"Method"
nsPurpleBuffer.SelectAgedPointers(ProblemType *),"Method"
nsPurpleBuffer.SpillAll(),"Method"
nsPurpleBuffer.SpillOne(void * &),"Method"
nsPurpleBuffer.mParams,"Field"
nsPurpleBuffer.nsPurpleBuffer(nsCycleCollectorParams &),"Method"
nsPurpleBuffer.nsPurpleBuffer(nsPurpleBuffer &),"Method"
nsPurpleBuffer.mCache,"Field"
nsPurpleBuffer.~nsPurpleBuffer(),"Method"
nsRefreshTimer,"Class"
nsRefreshTimer.GetDelay(),"Method"
nsRefreshTimer.NS_DECL_NSITIMERCALLBACK,"Field"
nsRefreshTimer.mDelay,"Field"
nsRefreshTimer.mDocShell,"Field"
nsRefreshTimer.mMetaRefresh,"Field"
nsRefreshTimer.mRepeat,"Field"
nsRefreshTimer.mURI,"Field"
nsRefreshTimer.nsRefreshTimer(),"Method"
nsRefreshTimer.nsRefreshTimer(nsRefreshTimer &),"Method"
nsRefreshTimer.~nsRefreshTimer(),"Method"
nsSHEntry,"Class"
nsSHEntry.DocumentMutated(),"Method"
nsSHEntry.DropPresentationState(),"Method"
nsSHEntry.Expire(),"Method"
nsSHEntry.GetExpirationState(),"Method"
nsSHEntry.NS_DECL_NSIHISTORYENTRY,"Field"
nsSHEntry.NS_DECL_NSISHCONTAINER,"Field"
nsSHEntry.mCacheKey,"Field"
nsSHEntry.mChildShells,"Field"
nsSHEntry.mChildren,"Field"
nsSHEntry.mContentType,"Field"
nsSHEntry.mContentViewer,"Field"
nsSHEntry.mDocument,"Field"
nsSHEntry.mEditorData,"Field"
nsSHEntry.mExpirationState,"Field"
nsSHEntry.mExpired,"Field"
nsSHEntry.mID,"Field"
nsSHEntry.mIsFrameNavigation,"Field"
nsSHEntry.mLayoutHistoryState,"Field"
nsSHEntry.mLoadType,"Field"
nsSHEntry.mOwner,"Field"
nsSHEntry.mPageIdentifier,"Field"
nsSHEntry.mParent,"Field"
nsSHEntry.mPostData,"Field"
nsSHEntry.mReferrerURI,"Field"
nsSHEntry.mRefreshURIList,"Field"
nsSHEntry.mSaveLayoutState,"Field"
nsSHEntry.mScrollPositionX,"Field"
nsSHEntry.mScrollPositionY,"Field"
nsSHEntry.mSticky,"Field"
nsSHEntry.mURI,"Field"
nsSHEntry.mViewerBounds,"Field"
nsSHEntry.mWindowState,"Field"
nsSHEntry.Shutdown(),"Method"
nsSHEntry.Startup(),"Method"
nsSHEntry.nsSHEntry(),"Method"
nsSHEntry.nsSHEntry(nsSHEntry &),"Method"
nsSHEntry.mTitle,"Field"
nsSHEntry.~nsSHEntry(),"Method"
nsSVGPolyElement,"Class"
nsSVGPolyElement.ConstructPath(gfxContext *),"Method"
nsSVGPolyElement.GetMarkPoints(ProblemType *),"Method"
nsSVGPolyElement.Init(),"Method"
nsSVGPolyElement.IsDependentAttribute(nsIAtom *),"Method"
nsSVGPolyElement.IsMarkable(),"Method"
nsSVGPolyElement.NS_DECL_NSIDOMSVGANIMATEDPOINTS,"Field"
nsSVGPolyElement.mPoints,"Field"
nsSVGPolyElement.nsSVGPolyElement(ProblemType *),"Method"
nsSVGPolyElement.nsSVGPolyElement(nsSVGPolyElement &),"Method"
nsSVGRenderState,"Class"
nsSVGRenderState.GetGfxContext(),"Method"
nsSVGRenderState.GetRenderMode(),"Method"
nsSVGRenderState.GetRenderingContext(nsIFrame *),"Method"
nsSVGRenderState.IsPaintingToWindow(),"Method"
nsSVGRenderState.mGfxContext,"Field"
nsSVGRenderState.mPaintingToWindow,"Field"
nsSVGRenderState.mRenderingContext,"Field"
nsSVGRenderState.mRenderMode,"Field"
nsSVGRenderState.SetPaintingToWindow(ProblemType),"Method"
nsSVGRenderState.SetRenderMode(),"Method"
nsSVGRenderState.nsSVGRenderState(ProblemType *),"Method"
nsSVGRenderState.nsSVGRenderState(gfxASurface *),"Method"
nsSVGRenderState.nsSVGRenderState(gfxContext *),"Method"
nsSVGRenderState.nsSVGRenderState(nsSVGRenderState &),"Method"
nsStaticCaseInsensitiveNameTable.gFontDescTable,"Class"
nsStaticCaseInsensitiveNameTable.gPropertyTable,"Class"
nsStreamListenerWrapper,"Class"
nsStreamListenerWrapper.mListener,"Field"
nsStreamListenerWrapper.nsStreamListenerWrapper(ProblemType *),"Method"
nsStreamListenerWrapper.nsStreamListenerWrapper(nsStreamListenerWrapper &),"Method"
nsSubDocumentFrame,"Class"
nsSubDocumentFrame.AttributeChanged(ProblemType,nsIAtom *,ProblemType),"Method"
nsSubDocumentFrame.BeginSwapDocShells(nsIFrame *),"Method"
nsSubDocumentFrame.BuildDisplayList(ProblemType *,ProblemType &,ProblemType &),"Method"
nsSubDocumentFrame.ComputeAutoSize(ProblemType *,ProblemType,ProblemType,ProblemType,ProblemType,ProblemType,ProblemType),"Method"
nsSubDocumentFrame.ComputeSize(ProblemType *,ProblemType,ProblemType,ProblemType,ProblemType,ProblemType,ProblemType),"Method"
nsSubDocumentFrame.CreateViewAndWidget(ProblemType),"Method"
nsSubDocumentFrame.Destroy(),"Method"
nsSubDocumentFrame.EndSwapDocShells(nsIFrame *),"Method"
nsSubDocumentFrame.GetDocShell(ProblemType * *),"Method"
nsSubDocumentFrame.GetIntrinsicHeight(),"Method"
nsSubDocumentFrame.GetIntrinsicRatio(),"Method"
nsSubDocumentFrame.GetIntrinsicSize(),"Method"
nsSubDocumentFrame.GetIntrinsicWidth(),"Method"
nsSubDocumentFrame.GetMarginAttributes(),"Method"
nsSubDocumentFrame.GetMinWidth(ProblemType *),"Method"
nsSubDocumentFrame.GetPrefWidth(ProblemType *),"Method"
nsSubDocumentFrame.GetSkipSides(),"Method"
nsSubDocumentFrame.GetType(),"Method"
nsSubDocumentFrame.HideViewer(),"Method"
nsSubDocumentFrame.Init(nsIContent *,nsIFrame *,nsIFrame *),"Method"
nsSubDocumentFrame.IsFrameOfType(ProblemType),"Method"
nsSubDocumentFrame.IsInline(),"Method"
nsSubDocumentFrame.ObtainIntrinsicSizeFrame(),"Method"
nsSubDocumentFrame.mDidCreateDoc,"Field"
nsSubDocumentFrame.mFrameLoader,"Field"
nsSubDocumentFrame.mInnerView,"Field"
nsSubDocumentFrame.mIsInline,"Field"
nsSubDocumentFrame.mPostedReflowCallback,"Field"
nsSubDocumentFrame.Reflow(nsPresContext *,ProblemType &,ProblemType &,ProblemType &),"Method"
nsSubDocumentFrame.ReflowCallbackCanceled(),"Method"
nsSubDocumentFrame.ReflowFinished(),"Method"
nsSubDocumentFrame.ShowDocShell(),"Method"
nsSubDocumentFrame.ShowViewer(),"Method"
nsSubDocumentFrame.SupportsVisibilityHidden(),"Method"
nsSubDocumentFrame.nsSubDocumentFrame(nsStyleContext *),"Method"
nsSubDocumentFrame.nsSubDocumentFrame(nsSubDocumentFrame &),"Method"
nsXULColumnItemAccessible,"Class"
nsXULColumnItemAccessible.DoAction(ProblemType),"Method"
nsXULColumnItemAccessible.GetActionName(ProblemType,ProblemType &),"Method"
nsXULColumnItemAccessible.GetNumActions(ProblemType *),"Method"
nsXULColumnItemAccessible.GetRoleInternal(ProblemType *),"Method"
nsXULColumnItemAccessible.GetStateInternal(ProblemType *,ProblemType *),"Method"
nsXULColumnItemAccessible.nsXULColumnItemAccessible(nsIDOMNode *,nsIWeakReference *),"Method"
nsXULColumnItemAccessible.nsXULColumnItemAccessible(nsXULColumnItemAccessible &),"Method"
nsXULColumnsAccessible,"Class"
nsXULColumnsAccessible.GetRoleInternal(ProblemType *),"Method"
nsXULColumnsAccessible.GetStateInternal(ProblemType *,ProblemType *),"Method"
nsXULColumnsAccessible.nsXULColumnsAccessible(nsIDOMNode *,nsIWeakReference *),"Method"
nsXULColumnsAccessible.nsXULColumnsAccessible(nsXULColumnsAccessible &),"Method"
nsXULListCellAccessible,"Class"
nsXULListCellAccessible.GetAttributesInternal(ProblemType *),"Method"
nsXULListCellAccessible.GetRoleInternal(ProblemType *),"Method"
nsXULListCellAccessible.NS_DECL_NSIACCESSIBLETABLECELL,"Field"
nsXULListCellAccessible.nsXULListCellAccessible(nsIDOMNode *,nsIWeakReference *),"Method"
nsXULListCellAccessible.nsXULListCellAccessible(nsXULListCellAccessible &),"Method"
nsXULListboxAccessible,"Class"
nsXULListboxAccessible.GetRoleInternal(ProblemType *),"Method"
nsXULListboxAccessible.GetStateInternal(ProblemType *,ProblemType *),"Method"
nsXULListboxAccessible.GetValue(ProblemType &),"Method"
nsXULListboxAccessible.IsMulticolumn(),"Method"
nsXULListboxAccessible.NS_DECL_NSIACCESSIBLETABLE,"Field"
nsXULListboxAccessible.nsXULListboxAccessible(nsIDOMNode *,nsIWeakReference *),"Method"
nsXULListboxAccessible.nsXULListboxAccessible(nsXULListboxAccessible &),"Method"
nsXULListboxAccessible.~nsXULListboxAccessible(),"Method"
nsXULListitemAccessible,"Class"
nsXULListitemAccessible.GetActionName(ProblemType,ProblemType &),"Method"
nsXULListitemAccessible.GetAllowsAnonChildAccessibles(),"Method"
nsXULListitemAccessible.GetDescription(ProblemType &),"Method"
nsXULListitemAccessible.GetListAccessible(),"Method"
nsXULListitemAccessible.GetNameInternal(ProblemType &),"Method"
nsXULListitemAccessible.GetPositionAndSizeInternal(ProblemType *,ProblemType *),"Method"
nsXULListitemAccessible.GetRoleInternal(ProblemType *),"Method"
nsXULListitemAccessible.GetStateInternal(ProblemType *,ProblemType *),"Method"
nsXULListitemAccessible.mIsCheckbox,"Field"
nsXULListitemAccessible.nsXULListitemAccessible(nsIDOMNode *,nsIWeakReference *),"Method"
nsXULListitemAccessible.nsXULListitemAccessible(nsXULListitemAccessible &),"Method"
nsXULListitemAccessible.nsXULListitemAccessible(void),"Method"
nsXULListitemAccessible.~nsXULListitemAccessible(),"Method"
nsXULTreeAccessible,"Class"
nsXULTreeAccessible.ChangeSelection(ProblemType,ProblemType,ProblemType *),"Method"
nsXULTreeAccessible.GetChildAtPoint(ProblemType,ProblemType,ProblemType * *),"Method"
nsXULTreeAccessible.GetChildCount(ProblemType *),"Method"
nsXULTreeAccessible.GetColumnCount(ProblemType *,ProblemType *),"Method"
nsXULTreeAccessible.GetDeepestChildAtPoint(ProblemType,ProblemType,ProblemType * *),"Method"
nsXULTreeAccessible.GetFirstChild(ProblemType * *),"Method"
nsXULTreeAccessible.GetFirstVisibleColumn(ProblemType *),"Method"
nsXULTreeAccessible.GetFocusedChild(ProblemType * *),"Method"
nsXULTreeAccessible.GetLastChild(ProblemType * *),"Method"
nsXULTreeAccessible.GetLastVisibleColumn(ProblemType *),"Method"
nsXULTreeAccessible.GetNextVisibleColumn(ProblemType *),"Method"
nsXULTreeAccessible.GetRole(ProblemType *),"Method"
nsXULTreeAccessible.GetState(ProblemType *,ProblemType *),"Method"
nsXULTreeAccessible.GetTreeBoxObject(nsIDOMNode *,ProblemType * *),"Method"
nsXULTreeAccessible.GetValue(ProblemType &),"Method"
nsXULTreeAccessible.IsColumnHidden(ProblemType *),"Method"
nsXULTreeAccessible.NS_DECL_NSIACCESSIBLESELECTABLE,"Field"
nsXULTreeAccessible.mAccessNodeCache,"Field"
nsXULTreeAccessible.mTree,"Field"
nsXULTreeAccessible.mTreeView,"Field"
nsXULTreeAccessible.Shutdown(),"Method"
nsXULTreeAccessible.nsXULTreeAccessible(nsIDOMNode *,nsIWeakReference *),"Method"
nsXULTreeAccessible.nsXULTreeAccessible(nsXULTreeAccessible &),"Method"
nsXULTreeAccessible.nsXULTreeAccessible(void),"Method"
nsXULTreeAccessible.~nsXULTreeAccessible(),"Method"
nsXULTreeColumnsAccessible,"Class"
nsXULTreeColumnsAccessible.GetNextSibling(ProblemType * *),"Method"
nsXULTreeColumnsAccessible.nsXULTreeColumnsAccessible(nsIDOMNode *,nsIWeakReference *),"Method"
nsXULTreeColumnsAccessible.nsXULTreeColumnsAccessible(nsXULTreeColumnsAccessible &),"Method"
nsXULTreeitemAccessible,"Class"
nsXULTreeitemAccessible.DoAction(ProblemType),"Method"
nsXULTreeitemAccessible.GetAccessibleRelated(ProblemType,ProblemType * *),"Method"
nsXULTreeitemAccessible.GetActionName(ProblemType,ProblemType &),"Method"
nsXULTreeitemAccessible.GetAttributesInternal(ProblemType *),"Method"
nsXULTreeitemAccessible.GetBounds(ProblemType *,ProblemType *,ProblemType *,ProblemType *),"Method"
nsXULTreeitemAccessible.GetName(ProblemType &),"Method"
nsXULTreeitemAccessible.GetNextSibling(ProblemType * *),"Method"
nsXULTreeitemAccessible.GetNumActions(ProblemType *),"Method"
nsXULTreeitemAccessible.GetParent(ProblemType * *),"Method"
nsXULTreeitemAccessible.GetPreviousSibling(ProblemType * *),"Method"
nsXULTreeitemAccessible.GetRole(ProblemType *),"Method"
nsXULTreeitemAccessible.GetState(ProblemType *,ProblemType *),"Method"
nsXULTreeitemAccessible.GetUniqueID(void * *),"Method"
nsXULTreeitemAccessible.Init(),"Method"
nsXULTreeitemAccessible.IsDefunct(),"Method"
nsXULTreeitemAccessible.IsExpandable(),"Method"
nsXULTreeitemAccessible.NS_DECL_NSPIACCESSIBLETREEITEM,"Field"
nsXULTreeitemAccessible.mColumn,"Field"
nsXULTreeitemAccessible.mRow,"Field"
nsXULTreeitemAccessible.mTree,"Field"
nsXULTreeitemAccessible.mTreeView,"Field"
nsXULTreeitemAccessible.SetSelected(ProblemType),"Method"
nsXULTreeitemAccessible.Shutdown(),"Method"
nsXULTreeitemAccessible.TakeFocus(void),"Method"
nsXULTreeitemAccessible.mCachedName,"Field"
nsXULTreeitemAccessible.nsXULTreeitemAccessible(ProblemType *,nsIDOMNode *,nsIWeakReference *,ProblemType,ProblemType *),"Method"
nsXULTreeitemAccessible.nsXULTreeitemAccessible(nsXULTreeitemAccessible &),"Method"
nsXULTreeitemAccessible.~nsXULTreeitemAccessible(),"Method"
nsXULWindow,"Class"
nsXULWindow.nsChromeTreeOwner,"Class"
nsXULWindow.nsContentTreeOwner,"Class"
nsXULWindow.AppUnitsPerDevPixel(),"Method"
nsXULWindow.ConstrainToZLevel(ProblemType,ProblemType *,ProblemType *,ProblemType * *),"Method"
nsXULWindow.CreateNewChromeWindow(ProblemType,ProblemType *,ProblemType * *),"Method"
nsXULWindow.CreateNewContentWindow(ProblemType,ProblemType *,ProblemType * *),"Method"
nsXULWindow.EnableParent(ProblemType),"Method"
nsXULWindow.EnsureAuthPrompter(),"Method"
nsXULWindow.EnsureChromeTreeOwner(),"Method"
nsXULWindow.EnsureContentTreeOwner(),"Method"
nsXULWindow.EnsurePrimaryContentTreeOwner(),"Method"
nsXULWindow.EnsurePrompter(),"Method"
nsXULWindow.ExitModalLoop(ProblemType),"Method"
nsXULWindow.GetContentScrollbarVisibility(),"Method"
nsXULWindow.GetWindowDOMElement(ProblemType * *),"Method"
nsXULWindow.GetWindowDOMWindow(ProblemType * *),"Method"
nsXULWindow.IsLocked(),"Method"
nsXULWindow.LoadMiscPersistentAttributesFromXUL(),"Method"
nsXULWindow.LoadPositionFromXUL(),"Method"
nsXULWindow.LoadSizeFromXUL(),"Method"
nsXULWindow.OnChromeLoaded(),"Method"
nsXULWindow.PersistentAttributesDirty(ProblemType),"Method"
nsXULWindow.PlaceWindowLayersBehind(ProblemType,ProblemType,ProblemType *),"Method"
nsXULWindow.NS_DECL_NSIBASEWINDOW,"Field"
nsXULWindow.NS_DECL_NSIINTERFACEREQUESTOR,"Field"
nsXULWindow.mAppPerDev,"Field"
nsXULWindow.mAuthPrompter,"Field"
nsXULWindow.mBlurSuppressionLevel,"Field"
nsXULWindow.mCenterAfterLoad,"Field"
nsXULWindow.mChromeFlags,"Field"
nsXULWindow.mChromeLoaded,"Field"
nsXULWindow.mContentShells,"Field"
nsXULWindow.mContextFlags,"Field"
nsXULWindow.mContinueModalLoop,"Field"
nsXULWindow.mDOMWindow,"Field"
nsXULWindow.mDebuting,"Field"
nsXULWindow.mDocShell,"Field"
nsXULWindow.mIgnoreXULPosition,"Field"
nsXULWindow.mIgnoreXULSize,"Field"
nsXULWindow.mIntrinsicallySized,"Field"
nsXULWindow.mIsHiddenWindow,"Field"
nsXULWindow.mLockedUntilChromeLoad,"Field"
nsXULWindow.mModalStatus,"Field"
nsXULWindow.mOpenerScreenRect,"Field"
nsXULWindow.mParentWindow,"Field"
nsXULWindow.mPersistentAttributesDirty,"Field"
nsXULWindow.mPersistentAttributesMask,"Field"
nsXULWindow.mPrimaryContentShell,"Field"
nsXULWindow.mPrompter,"Field"
nsXULWindow.mShowAfterLoad,"Field"
nsXULWindow.mTargetableShells,"Field"
nsXULWindow.mWindow,"Field"
nsXULWindow.mXULBrowserWindow,"Field"
nsXULWindow.SavePersistentAttributes(),"Method"
nsXULWindow.SetContentScrollbarVisibility(ProblemType),"Method"
nsXULWindow.SizeShellTo(ProblemType *,ProblemType,ProblemType),"Method"
nsXULWindow.StaggerPosition(ProblemType &,ProblemType &,ProblemType,ProblemType),"Method"
nsXULWindow.SyncAttributesToWidget(),"Method"
nsXULWindow.mChromeTreeOwner,"Field"
nsXULWindow.mContentTreeOwner,"Field"
nsXULWindow.mPrimaryContentTreeOwner,"Field"
nsXULWindow.mTitle,"Field"
nsXULWindow.nsXULWindow(ProblemType),"Method"
nsXULWindow.nsXULWindow(nsXULWindow &),"Method"
nsXULWindow.~nsXULWindow(),"Method"
nsresult.NS_NewContentIterator,"Class"
scanWalker,"Class"
scanWalker.ShouldVisitNode(PtrInfo *),"Method"
scanWalker.VisitNode(PtrInfo *),"Method"
scanWalker.scanWalker(scanWalker &),"Method"
scanWalker.scanWalker(void),"Method"
size_t.ARENA_HEADER_SIZE_HACK,"Class"
size_t.TEMP_POOL_CHUNK_SIZE,"Class"
struct.gLiveContexts,"Class"
struct.gLiveProperties,"Class"
struct.gLiveStackFrames,"Class"
struct.gLiveValues,"Class"
uint32.JSSLOT_ITER_INDEX,"Class"
uint32.JS_FASTCALL,"Class"
uint32.js_MapGCRoots,"Class"
uint32.old,"Class"
uint32.sMaxConcatNSize,"Class"
uintN.IndexParsedObject,"Class"
uintN.diff_,"Class"
uintptr_t.FRAGMENT_TABLE_MASK,"Class"
uintptr_t.HASH_SEED,"Class"
uintptr_t.ORACLE_MASK,"Class"
v2smap,"Class"
v2smap.version,"Field"
v2smap.string,"Field"
v2smap.v2smap(v2smap &),"Method"
v2smap.v2smap(void),"Method"
v2smap.v2smap,"Class"
void.Fault,"Class"
void.FreeContext,"Class"
void.LeaveTree,"Class"
void.PlaceFrameView,"Class"
void.TrashTree,"Class"
void.WriteGraph,"Class"
void.js_CallValueTracerIfGCThing,"Class"
void.js_DestroyScriptsToGC,"Class"
void.js_FinishGC,"Class"
void.js_GC,"Class"
void.js_NewGCThing,"Class"
void.js_RemoveAsGCBytes,"Class"
void.js_RevokeGCLocalFreeLists,"Class"
void.js_TraceStackFrame,"Class"
void.js_TriggerGC,"Class"
void.js_UpdateMallocCounter,"Class"
bool,"Class"
char,"Class"
double,"Class"
float,"Class"
google_breakpad,"Package"
google_breakpad.BasicSourceLineResolver,"Class"
google_breakpad.BasicSourceLineResolver.File,"Class"
google_breakpad.BasicSourceLineResolver.Function,"Class"
google_breakpad.BasicSourceLineResolver.HashString,"Class"
google_breakpad.BasicSourceLineResolver.Line,"Class"
google_breakpad.BasicSourceLineResolver.MemAddrMap,"Class"
google_breakpad.BasicSourceLineResolver.Module,"Class"
google_breakpad.BasicSourceLineResolver.PublicSymbol,"Class"
google_breakpad.BasicSourceLineResolver.BasicSourceLineResolver(),"Method"
google_breakpad.BasicSourceLineResolver.BasicSourceLineResolver(google_breakpad.BasicSourceLineResolver &),"Method"
google_breakpad.BasicSourceLineResolver.FillSourceLineInfo(ProblemType *),"Method"
google_breakpad.BasicSourceLineResolver.HasModule(ProblemType &),"Method"
google_breakpad.BasicSourceLineResolver.LoadModule(ProblemType &,ProblemType &),"Method"
google_breakpad.BasicSourceLineResolver.modules_,"Field"
google_breakpad.BasicSourceLineResolver.operator=(google_breakpad.BasicSourceLineResolver &),"Method"
google_breakpad.BasicSourceLineResolver.~BasicSourceLineResolver(),"Method"
google_breakpad.SymbolSupplier,"Class"
google_breakpad.SymbolSupplier.GetSymbolFile(google_breakpad.CodeModule *,google_breakpad.SystemInfo *,ProblemType *),"Method"
google_breakpad.SymbolSupplier.GetSymbolFile(google_breakpad.CodeModule *,google_breakpad.SystemInfo *,ProblemType *,ProblemType *),"Method"
google_breakpad.SymbolSupplier.SymbolSupplier(google_breakpad.SymbolSupplier &),"Method"
google_breakpad.SymbolSupplier.SymbolSupplier(void),"Method"
google_breakpad.SymbolSupplier.~SymbolSupplier(),"Method"
